Swedish,English
turtle,turtle
handlingen,the action
munkarna,the monks
täckta,covered
aktiverade,activated
testas,being tested
know,know
wanda,wanda
fortsättningen,the continuation
koppel,leash
emerson,Emerson
vulkanen,the volcano
duffy,duffy
kirurgen,the surgeon
manipulerar,manipulates
fine,fine
uppvärmning,heating
trek,Trek
waters,waters
medeltiden,the middle ages
dårhus,madhouse
uppfostran,upbringing
corey,corey
kontrollerat,checked
sambandet,the connection
rebell,rebel
träder,trees
sociopat,sociopath
ohh,ohhh
matade,fed
krypton,krypton
telefonsvarare,answering machine
rekommendation,recommendation
hinken,the bucket
förlitar,trusts
pã,pie
tillslut,finally
elle,Elle
spionerade,spied on
gomez,gomez
fantiserar,fantasizing
amiralen,the admiral
generositet,generosity
hingst,stallion
höjdpunkt,peak
senor,tendons
beslutsamhet,determination
instruktionerna,the instructions
upplysa,inform
delikat,delicate
kinesiskt,Chinese
syssla,occupation
fästning,fortress
övergett,abandoned
symbolerna,the symbols
tårarna,the tears
buffy,buffy
måltavlor,targets
undre,lower
undersök,investigate
kulle,hill
fascinerad,fascinated
t.ex.,for example
bromsarna,the brakes
obehaglig,unpleasant
splittra,divide
bilnycklarna,the car keys
myra,ant
varan,the item
sund,sound
inledde,initiated
betytt,meant
mordfall,murder cases
sutton,sutton
tjuvarna,the thieves
djurparken,the zoo
mysko,musky
förbund,covenant
säkerhetsvakt,security guard
propaganda,propaganda
ständiga,constant
uppträdde,performed
otalt,countless
badade,bathed
nöjes,satisfied
tolk,interpreter
kendra,Kendra
avskyvärd,abominable
tisdags,Tuesday's
kragen,the collar
hut,hut
summor,sums
kuddar,pillows
tät,close
maris,maris
testiklar,testicles
stiliga,handsome
kjolen,the skirt
dög,dawn
motivation,motivation
förändringen,the change
fläsk,pork
valpen,the puppy
kåta,horny
dance,dance
buckley,buckley
rivers,rivers
ånga,steam
grottor,caves
christy,christy
kräktes,threw up
näsblod,nosebleed
tjusiga,fancy
nudlar,noodles
placeras,be placed
sound,sound
spaning,reconnaissance
livstids,lifetime
manskapet,the crew
spreds,spread
jet,jet
bildade,formed
tesla,tesla
förstärka,strengthen
bevittnade,witnessed
godfrey,godfrey
lambert,Lambert
ungt,young
drabba,affect
medelålders,middle aged
nedräkningen,the countdown
summers,summers
bens,benz
syfilis,syphilis
rimlig,reasonable
strejk,strike
karlsson,Karlsson
oroväckande,alarming
katolsk,Catholic
tuffaste,toughest
fasad,facade
tiotusen,ten thousand
formell,formal
bläckfisk,octopus
uttalar,pronounces
ark,sheet
höns,chicken
skolorna,the schools
förmån,benefit
apokalypsen,Apocalypse
hjärtstillestånd,cardiac arrest
disney,disney
kramade,hugged
seal,seals
barnflicka,nanny
vandring,hiking
kasst,toss
fittor,pussy
cory,cory
rödhårig,redhead
tolkning,interpretation
rådjur,deer
sysslade,busy
gaston,gaston
migrän,migraine
kinas,china
militärer,military personnel
arrangerade,arranged
tracey,tracey
scotland,Scotland
upptäckta,discovered
utspelar,plays out
springande,running
skärsår,cut
hårstrå,hair
vitsen,the joke
kompassen,the compass
kraschat,crashed
strupen,the throat
vampyren,the vampire
weller,well
head,head
celeste,celeste
honan,the female
meny,menu
omkom,perished
tvunget,forced
bearbetning,processing
joanne,joanne
riddaren,the knight
espresso,espresso
satmara,satmara
leila,Leila
hillary,Hillary
involverar,involves
arrangerat,arranged
tysklands,of Germany
kalendern,the calendar
artagnan,Artagnan
omklädningsrummet,the dressing room
påtänd,lit
til,to
bestod,passed
bakslag,setback
snusk,filth
pinsam,embarrassing
huvan,the hood
växlar,switches
tonic,tonic
winchester,Winchester
inträffa,occur
inbrottet,the burglary
åska,thunder
generaler,generals
guldgruva,gold mine
hoyt,loud
livmoder,uterine
room,room
jordgubbar,strawberries
doser,doses
avslås,rejected
micke,Mickey
lucia,Lucia
gigi,gigi
nervöst,nervously
meghan,Meghan
efterträdare,successor
remy,remy
stabschef,chief of staff
neutral,neutral
freud,Freud
öppningen,the opening
spiken,the nail
vise,wise
hedersord,word of honor
stormade,stormed
shay,shay
andningen,breathing
race,race
marsh,march
flickas,girl's
garibaldi,Garibaldi
kes,sis
undervisning,teaching
slukar,devours
andrej,second
shaun,shaun
olaf,Olaf
dash,dash
bowman,bowman
djungel,jungle
klassrum,classroom
gaser,gases
vinny,vinny
registrerar,registers
titanic,titanic
tomhänt,empty handed
kaviar,caviar
talesman,spokesman
nätt,pretty
knuffas,pushed
bura,cage
western,western
lama,lama
hypnos,hypnosis
dunbar,downable
oslo,oslo
maestro,maestro
hendrix,Hendrix
femman,the fifth
trängde,pushed
ukraina,Ukraine
kaplan,chaplain
europas,Europe's
inled,intro
örfil,box on the ear
freak,freak
barton,barton
majestäts,of majesty
utrikesminister,Minister of Foreign Affairs
cary,cary
åtskilda,separated
distraktion,distraction
skjul,shed
spindeln,the spider
rekryterade,recruited
hå,huh
die,die
motorväg,motorway
nemo,Nemo
skitit,crap
knuff,push
bevarar,preserves
bokföring,accounting
överseende,indulgence
värdiga,worthy
uppgörelsen,the settlement
krypskytt,sniper
rudolf,Rudolph
omröstning,Vote
lim,glue
promenader,walks
slavarna,the slaves
skeptisk,skeptical
gnistan,the spark
inbördeskrig,civil war
sexan,the sixth
korrupta,corrupt
kidnappare,kidnapper
pauls,paul's
case,case
helene,Helen
trög,sluggish
slocknar,goes out
glasen,the glasses
ramsey,ramsey
moget,ripe
kompromissa,compromise
gã,gã
fåfänga,vanity
getter,goats
motsätter,opposes
o.,O.
serverad,served
hålen,the holes
syften,purposes
bevakat,guarded
paradise,paradise
blodgrupp,blood group
morrn,tomorrow
besvarade,answered
föreståndare,director
kathleen,kathleen
klients,client's
missförstått,misunderstood
ondskans,evil
dyrbar,Precious
törst,thirst
veva,crank
jekyll,jekyll
medför,entails
bäring,bearing
chocken,the shock
arresten,the arrest
fyran,the four
louie,Louie
dvärgar,dwarfs
kommissionen,the commission
betraktas,considered
jamen,well
madrassen,the mattress
julien,July
landsmän,compatriots
maskhålet,the wormhole
sluka,devour
suv,suv
thad,that
emilio,emilio
betydelsefull,significant
micah,Micah
attans,Attance
fiasko,fiasco
traditionell,traditional
niki,Niki
slynor,sluts
newport,newport
tömt,emptied
dickie,dickie
handslag,handshake
leukemi,leukemia
zeeland,zealand
löpare,runner
peabody,peabody
ruiner,ruins
skickliga,skilled
teckna,subscribe
buken,abdomen
skithögen,pile of shit
klarspråk,plain language
däggdjur,mammal
härnere,below
befogenheter,powers
riktad,directed
lidandet,the suffering
kidnapparna,the kidnappers
miner,mines
fowler,fowler
fängslade,imprisoned
milkshake,milkshake
nât,ate
språng,leap
bam,bam
följare,followers
helger,weekends
ulrik,ulrik
bönfaller,implores
normandie,Normandy
underlättar,facilitates
blinkade,blinked
åskådare,spectator
smugglare,smuggler
delstater,states
ringo,ring
konkurrenter,competitors
strålen,the beam
gettot,the ghetto
ostburgare,cheeseburger
presentationen,the presentation
slappnar,relaxes
övergivit,abandoned
snarkar,snoring
vanära,disgrace
kyrkor,churches
evie,Evie
reilly,Reilly
hejar,cheers
singapore,singapore
campa,camp
fischer,fishermen
piraterna,the pirates
pinka,piddle
jesper,Jesper
manskap,ratings
störda,disturbed
matchande,matching
steka,fry
högljudda,loud
andes,spirit
maddox,food dox
handväskan,the handbag
områdena,the areas
delstat,state
internt,internal
lagts,laid
motel,motel
lbland,lbland
staternas,of the states
partnerskap,partnership
cortez,Cortez
dansk,danish
avlyssna,eavesdrop
smått,small
webb,web
minor,minor
realistisk,realistic
peppar,pepper
ponny,pony
putsa,polish
norden,the north
nichols,nicholas
joanie,Joanie
förstasidan,front page
plattformen,the platform
mordbrand,arson
nicka,nod
likhet,similarity
avrättade,executed
smutsen,the dirt
fördelarna,the benefits
tejpen,the tape
exil,Exile
dammet,the pond
nicks,nods
r2,r2
omröstningen,the vote
ansöka,apply
livförsäkring,life insurance
nördar,nerds
dyrka,worship
charlene,Charlene
profeten,the prophet
tysken,the german
beträffande,concerning
fysiker,physicist
kathryn,kathryn
smittan,the infection
styrkorna,the forces
inspirera,inspire
christie,christie
trovärdigt,credible
berömde,praised
inspektion,inspection
fällde,fell
avföring,stool
xavier,xavier
bekymrade,concerned
frustration,frustration
åttan,eight
löner,salaries
temple,temple
skruvar,screws
fredagen,the friday
diskreta,discreet
hyllar,shelves
måltiden,the meal
intellektuella,intellectuals
terror,terror
utbilda,train
maskingevär,machine gun
ât,ate
erika,Erika
frisläppt,released
bahamas,Bahamas
fångenskap,captivity
överklaga,appeal against
fen,fairy
hotas,threatened
livsform,life form
vinnande,winning
rättigheterna,the rights
säkrar,secures
nem,easy
flotten,the fleet
ludvig,Ludwig
millimeter,millimeter
viftar,waving
rättvisans,justice
doktorer,doctors
skrift,writing
bjudna,invited
fröjd,delight
mccall,mccall
dark,dark
pappersarbetet,the paperwork
valium,valium
poster,entries
ljuvlig,lovely
otacksamma,ungrateful
omringat,surrounded
optimistisk,optimistic
vålnaderna,the apparitions
voodoo,voodoo
mållinjen,the finish line
knäppgök,cuckoo
page,page
jojo,yo yo
formar,forms
greppa,grab
munken,the monk
idiotisk,idiotic
hurley,Hurley
toms,empty
hostar,coughing
gälla,apply
hopkins,Hopkins
gandhi,gandhi
terrence,terrence
himmelriket,kingdom of heaven
agatha,Agatha
fastigheten,the property
slummen,the slums
tech,tech
fejk,fake
förman,foreman
granger,Grangers
hipp,HIP
bing,bing
omger,surrounds
benji,Benji
tycktes,seemed
bilnycklar,car keys
ajöss,oops
antas,is assumed
volym,volume
upplyst,illuminated
skådat,watched
whoo,whoo
århundradets,of the century
tamara,Tamara
x.,x.
vagt,vaguely
käken,the jaw
cheese,cheese
bärs,is carried
tanden,the tooth
fattningen,the grip
genomsöka,scan through
aptiten,the appetite
mustaschen,the mustache
naturbegåvning,natural talent
rodrigo,Rodrigo
tjockare,thicker
psykologisk,psychological
ämbete,office
webster,Webster
rånarna,the robbers
hållning,posture
symtom,symptoms
larson,larson
plågor,torments
klassens,class's
snöar,snowing
serumet,the serum
hercules,hercules
utomjordiska,extraterrestrial
alf,alpha
torterad,tortured
psykologiska,psychological
träsk,swamp
kurir,courier
poole,pool
rayburn,rayburn
mossad,mossed
spärrar,blocks
inlägg,posts
sluten,closed
legendariska,legendary
utlänning,foreigner
disk,disk
p-piller,birth control pills
bajsar,poops
bittra,bitter
vissla,whistle
avvara,spare
känsel,feel
koloni,Colony
väktarna,the guards
klicka,click
proviant,provisions
storybrooke,storybrooke
emellanåt,occasionally
frita,exempt
glans,gloss
avgrunden,the abyss
montreal,montreal
husbilen,the motor home
sansa,sense
dolly,Dolly
georgina,Georgina
stärker,strengthens
express,express
farbrors,uncle's
luftkonditionering,air conditioning
françois,francois
missfall,miscarriage
legosoldater,mercenaries
harju,Haru
oäkta,unauthentic
orka,be able to
registrera,register
charming,charming
rengör,clean
sydväst,Southwest
påhittat,invented
framkalla,induce
strippklubb,strip club
knäppskalle,snap skull
pjäser,plays
strippor,strips
höfterna,the hips
scenario,scenario
livmodern,the uterus
ihågkommen,remembered
ljuvligt,lovely
arbeten,works
mira,mira
kansler,chancellor
odödlighet,immortality
manipulerade,manipulated
utslaget,the rash
onödig,unnecessary
familjemedlemmar,family members
ballard,ballad
fasa,horror
oartigt,impolite
salva,ointment
hälarna,the heels
mejlet,the email
oui,ouch
higgins,Higgins
krya,crawl
barker,barks
hubert,hubbert
missilen,the missile
konfronterade,confronted
saliv,saliva
kväva,choke
handklovar,hand claws
krets,circuit
co,co
rasistiskt,racist
clare,Clare
uppvuxen,grown up
marknadsföring,marketing
tunnland,acres
sångerska,singer
fragment,fragment
jonna,Jonna
sofie,sofie
romaner,novels
koffein,caffeine
dosen,the dose
janis,Janis
socialen,the social
öden,the fates
tillfälliga,temporary
dirty,dirty
paolo,Paolo
sterling,sterling
knapparna,the buttons
vaktade,guarded
evenemang,event
slaktar,slaughters
byten,change
bristande,lacking
tempot,the pace
geoffrey,geoffrey
ödla,Lizard
parkeringsplatsen,the parking lot
dynga,dung
psykiatriker,psychiatrists
bänk,Bench
vilddjur,wild animals
hake,hook
körning,driving
hörsel,hearing
medgivande,consent
garret,garret
ersatte,replaced
välkänd,well known
högskolan,the college
bortgång,demise
spritt,alcohol
upptäckten,the discovery
görjag,i do
underteckna,sign
kvävdes,suffocated
avvikelser,deviations
miraklet,the miracle
uttalanden,statements
jättar,giants
snällare,kinder
pax,pax
myteri,mutiny
bidrog,contributed
gig,gig
efterlysta,requested
arbetsrum,study
bokstaven,the letter
hårig,hairy
släpat,dragged
tolerera,tolerate
påklädd,dressed
herpes,herpes
rival,rival
hoj,bike
slutför,complete
wonder,wonder
dyraste,most expensive
freeman,freeman
rostig,rusty
russo,Russian
dinosaurier,dinosaurs
job,Job
jericho,Jericho
innehålla,contain
ödets,of fate
försiktigare,more careful
rainer,rainer
yates,yates
kommunisterna,the communists
förblöda,bleed to death
ställena,the places
morten,the morten
colby,colby
doe,do
biverkningar,side effects
åhh,ohh
sorter,sorts
casino,casino
bådas,both of them
självmordet,the suicide
gengångarna,the repetitions
ovärderlig,invaluable
kärl,vascular
trolldom,witchcraft
ulf,Ulf
exotiska,exotic
mara,Mara
utslagna,knocked out
nosen,the nose
fields,fields
spillo,spill
rytmen,the rhythm
meningsfullt,meaningful
fayed,fayed
helsingfors,Helsinki
daedalus,daedalus
forman,the mold
avleda,divert
deeks,deeks
avfyras,fired
brädan,the board
jämförde,compared
räds,afraid
förskräcklig,terrible
starkast,strongest
raina,raina
märkta,labeled
baksmälla,hangover
suzie,suzie
uppmuntrade,encouraged
äventyrar,adventures
västkusten,west coast
non,nun
stridsvagn,tank
ohövlig,rude
kåk,shack
hajarna,the sharks
voilà,voila
saddam,saddam
kikare,binoculars
marlon,Marlon
idaho,idaho
spikar,nails
skölja,rinse
oäkting,illegitimate
staben,the staff
onaturligt,unnaturally
kraven,the requirements
affärsresa,business trip
soda,soda
cdc,cdc
ham,him
säkrade,secured
effekterna,the effects
fabriker,factories
parter,parties
avskyvärt,disgusting
protester,protests
promenerar,walks
baronessan,the baroness
hertig,Duke
norton,norton
rensat,cleared
bakade,baked
väntas,expected
vm,etc
nucky,nucky
runtom,around
brunnit,burnt
laurent,laurent
lemon,lemon
mosa,mash
avbild,image
anseende,reputation
stiftelsen,the foundation
peking,Peking
flygblad,flyer
söndags,Sunday
fladdermus,bat
vers,verse
anknytning,connection
filip,Philip
stoppad,stopped
sades,was said
kväver,suffocates
munnar,mouths
förklaringar,explanations
melvin,melvin
producenten,the producer
detonera,detonate
studierna,the studies
procents,percent
skrivas,is written
rap,rap
profetia,prophecy
örter,herbs
avskedsansökan,resignation letter
begränsar,limits
tygla,curb
tuta,hoot
hornet,the horn
spis,stove
steel,steel
tomrum,void
myter,myths
bisarrt,bizarre
italienskt,Italian
förbjude,forbid
menig,Private
bleka,whiten
täcket,the quilt
drunknat,drowned
marjorie,marjorie
stackhouse,stackhouse
mesar,tits
ökad,increased
leds,sad
ramirez,Ramirez
studsa,bounce
duken,the cloth
existerat,existed
glimt,glimpse
regerar,reigns
skymt,glimpse
rabies,rabies
spänner,spans
vax,wax
ödemarken,the wasteland
korrekta,correct
avlidna,deceased
fond,fund
heh,heh
sheridan,Sheridan
handsken,the glove
skogar,forests
villan,the villa
uss,us
tex,for example
have,garden
lennart,lennart
statsminister,Prime Minister
donator,donor
seder,customs
caplan,chaplain
utsökta,exquisite
lotto,lotto
explosioner,explosions
oförlåtligt,unforgivable
matcherna,the matches
ekorrar,squirrels
maxwell,maxwell
företräder,represents
epidemi,epidemic
dino,dino
irina,Irina
fåren,the sheep
nunnor,nuns
middan,the midday
garrison,garrison
superman,superman
sjukvård,healthcare
girls,girls
hemsöker,haunts
cnn,cnn
gradvis,gradually
gadget,gadgets
mail,mail
edwin,Edwin
gem,clip
stadion,stadium
knocka,knock
skrivna,written
genialiskt,ingenious
värdigt,worthy
figurer,figures
verkat,seemed
carnegie,carnegie
kollapsa,collapse
vårdnad,custody
spårlöst,traceless
money,money
rubbad,deranged
doktorns,the doctor's
skarpa,sharp
trollkarlar,wizards
stupade,fell
hoppla,hop
zoom,zoom
cynisk,cynical
cylonerna,the cylons
finansiella,financial
spanare,Scout
islam,Islam
blandas,commingle
sarkastisk,sarcastic
vanföreställningar,delusions
tv-program,TV program
soptunnan,the dustbin
führer,führer
tecknade,cartoons
rampljuset,the spotlight
hanen,the male
förtrollad,enchanted
plundra,plunder
åke,ride
kriminalpolis,Detective
oraklet,the oracle
frige,release
försatt,added
taco,tacos
valda,elected
påhittad,invented
knäppte,snapped
storslagna,magnificent
okänslig,insensitive
